Incident_ID,Age,Gender
19861008TXSOD,19,Male
19861003CAMOM,19,Male
19861003CAMOM,18,Male
19861003CAMOM,17,Male
19860918CABEB,18,Male
19860912CAFAL,16,Male
19860517TNMAN,16,Male
19860516WYCOC,43,Male
19860516WYCOC,47,Female
19860515GACAA,Teen,
19860509NCPIF,17,Male
19860429MOSES,16,Male
19860423FLCHM,17,Male
19860306ILTHD,14,Male
19860224LABOS,13,Male
19860129MDLAB,14,Male
19860117CAVAL,14,Male
19860109NCNOD,17,Male
19851210CTPOP,13,Male
19851209PAARP,22,Male
19851203NHCOC,16,Male
19851127ALCHB,16,Male
19851126WASPS,14,Female
19851022OHSOG,Adult,
19851018MIMUD,,
19851008MDLAB,18,Male
19851008MDLAB,22,Male
19851008MDLAB,19,Male
19850925OHTRT,16,Male
19850920TXLAC,16,Male
19850909TXWHH,18,Male
19850904VAEAR,12,Male
19850724TXHIH,65,Female
19850516FLPAB,15,Female
19850418TNSOS,18,Male
19850416TXMAA,31,Male
19850205CTAIH,18,Male
19850126MASTB,16,Male
19850121KSGOG,14,Male
19850118TXARA,17,Male
19841207MOEDS,17,Male
19841126MDMIR,16,Male
19841109CTWIN,16,Male
19841031LAEAG,16,Male
19841030SCPEP,21,Male
19841024OHWEC,45,Female
19841024MISOD,17,Male
19841022MICED,16,Male
19841021PAWYE,,Male
19840928TXRIN,21,Male
19840928TXMIH,,
19840831LABOS,,Male
19840710MIMUD,Adult,Male
19840522OHCLC,18,Male
19840518CANON,17,Male
19840517TXBOH,18,Male
19840517IASOP,17,Male
19840515MTCMG,18,Male
19840426NCROW,11,Male
19840420MIPRD,13,
19840405LACLC,17,Male
19840224CA49L,28,Male
19840221TXSHH,16,Male
19840206KYCEL,16,Male
19840105MDLAB,,Male
19831216ILBOR,15,Male
19831202INCRC,17,Male
19831118MDHAB,17,Male
19831117ILJAC,14,Male
19831108MIHIH,15,Male
19831022MDCAB,18,Male
19831007CACOL,,Male
19830930TXTET,20,Male
19830921MDWAB,18,Male
19830912MIHED,16,Male
19830912CAMAC,Teen,Male
19830912CAMAC,Teen,Male
19830526PAGRJ,17,Male
19830523OHMAM,15,Male
19830518FLNOM,22,Male
19830516TXLAD,41,Male
19830516NYBRN,24,Male
19830421MOBES,Adult,Male
19830331ILSAC,11,Male
19830202NMALA,,Male
19830201TNRIM,16,Male
19830131FLDED,16,Female
19830130TXWEC,,Male
19830128MDWIB,14,Male
19830120MOPAB,14,Male
19830118TXJOH,21,Male
19821220MIFID,Adult,Male
19821206ALHUH,17,Male
19821112MSWIJ,20,Male
19821108MICOD,15,Male
19821101NYELE,16,Male
19820915ARSOP,12,Male
19820910VALAB,18,Male
19820527NVGAL,Teen,Male
19820527NVGAL,Teen,Male
19820527NVGAL,Teen,Male
19820430FLANA,19,Male
19820429GARUE,16,Male
19820415MDFOB,Teen,Male
19820407CODEL,14,Male
19820319NVVAL,17,Male
19820317OHLOL,17,Male
19820315ORSPS,14,Male
19820209LAJON,16,Male
19820209LAJON,15,Male
19820208MADOD,19,Male
19820205TNHAM,,Male
19811223NYJAB,Teen,Male
19811216TXUNH,17,Male
19811209NYGEB,,Male
19811013CTHAH,16,Male
19810913MDABA,Adult,
19810908FLSTW,12,Male
19810904NMHOS,16,Male
19810901PAWIP,,Male
19810515LANEN,42,Male
19810407MSPOP,,
19810402OHALC,14,Male
19810328FLDIF,18,Male
19810303INMAI,15,Male
19810210CAMAL,19,Male
19810210ARLIL,16,Male
19810122MDFRB,17,Male
19810121OHWIB,14,Male
19801212OHLOL,14,Male
19801212ALPAB,15,Male
19801117TXEAF,16,Male
19801031ALHUH,17,Male
19801013ALCET,17,Male
19800926CTBRB,19,Male
19800911ALJOM,29,Female
19800910DCSPW,18,Male
19800908FLFOJ,Teen,Male
19800902CAWHL,18,Male
19800530NYCLB,15,Male
19800417VACAC,53,Male
19800331MDFRB,16,Male
19800320TXJLD,30,Male
19800215MSHUM,32,Male
19800211INARI,17,Male
19800211INARI,19,Male
19800207TXVAL,9,Male
19800201DCLAW,9,Male
19800129VALAW,17,Male
19800107ARSTS,16,Male
19791221MOBLS,14,Male
19791203MDEAB,Teen,Male
19791203MDEAB,Teen,Male
19791203MDEAB,Teen,Male
19791203MDEAB,Teen,Male
19791130TXUNL,14,Male
19791105INWAI,18,Male
19791023MOOFS,16,Male
19790928MACHC,Teen,Male
19790928MACHC,Teen,Male
19790926LACAN,13,Male
19790926LACAN,15,Male
19790614OHNEN,13,Male
19790426TXAZA,14,Male
19790425PAMAH,,
19790416WIWIM,28,Male
19790328CALOL,19,Male
19790314FLMCM,Teen,Male
19790226CABAB,18,Male
19790129CAGRS,16,Female
19781214CTWIN,17,Male
19781129NYPAN,15,Male
19781017MOUNU,Teen,Male
19781017ALLAL,13,Male
19780610MAWEW,17,Male
19780607DEDOD,17,Male
19780519PADOP,,
19780518TXMUA,13,Male
19780428ILRIN,Teen,Male
19780426TXPAD,56,Female
19780414MIFOD,16,Male
19780329TNGAN,Adult,Male
19780309CAMOS,14,Male
19780222MIEVL,15,Male
19780209WVHAS,15,Male
19780111KYCHH,16,Male
19771215MABLC,,Male
19771212FLWEW,41,Male
19771209CAPES,40,Male
19771129MOVAS,18,Male
19771129MOHAS,19,Male
19770711COSOC,15,
19770622ILHOC,Teen,
19770517FLSTC,22,Male
19770418TNPIN,46,Male
19770407TXWHW,17,Male
19770321NYPAH,18,Male
19770308ILCOE,16,Male
19770228TXHOA,15,Male
19770228MOROS,19,Male
19770209ILFEC,14,Male
19770113ILOLB,15,Male
19761210MOFRS,11,Male
19761110MIBUD,46,Male
19760920NCGUG,38,Male
19760602MDMTC,,
19760514FLPAW,17,Male
19760513MOMAS,15,Male
19760412TXODF,15,Male
19760212MIMUD,Teen,Male
19760212MIMUD,Teen,Male
19760212MIMUD,Teen,Male
19760212MIMUD,Teen,Male
19760212MIMUD,Teen,Male
19760212MIMUD,Teen,Male
19760206FLESP,,
19760123OHCOC,17,Male
19760101AZCAP,,
19751218CAORS,16,Male
19751024GAMUA,15,Male
19751001NMHEA,35,Male
19750911OKGRO,15,Male
19750711MOCES,18,Male
19750709ILDEC,Adult,Male
19750527MIPID,9,Male
19750515MOROS,13,Male
19750321VAFAR,18,Male
19750321OHPAD,15,Male
19750318MOSUS,19,Male
19750312TXJOH,Teen,
19750224NJSTP,24,Male
19750207NYBOM,16,Male
19741230NYOLO,17,Male
19741218CAMAL,17,Male
19741125SCCAC,Teen,Male
19741125SCCAC,Teen,Male
19741121ARBOL,15,Male
19741118SCCAC,,Male
19741021MDDOB,15,Male
19741007LADEH,17,Male
19740925CASAL,17,Male
19740923CAJED,Teen,Male
19740923CAJED,Teen,Male
19740923CAJED,Teen,Male
19740519FLHIO,35,Male
19740510TNCHR,20,Male
19740402CTSTB,,
19740322INBRB,17,Male
19740207CAJAO,24,Male
19740122CALOL,15,Male
19740117ILBAC,14,Male
19731213OHHUC,16,Male
19731206CAFRL,,
19731109CALOL,Teen,Male
19731108ILWOC,16,Male
19731031MONOS,18,Male
19731024MNCEM,17,Male
19731023OHBAB,17,Male
19731023MOSUS,14,Male
19731023MOSUS,Teen,Male
19731019MOBES,14,Male
19731002ILELA,17,Male
19730928CAWIL,16,Male
19730501OHRAY,15,Male
19730405CALOL,,Male
19730226VAARR,18,Male
19730212ALBOM,19,Male
19730131NCCUB,17,Male
19730118CAJOL,19,Male
19730118CAJOL,18,Male
19730105NCSOS,Teen,Male
19721129FLMIM,Teen,Male
19721127MIPOP,16,Male
19721111CAJEL,Teen,Male
19721111CAJEL,Teen,Male
19720921OHTHA,18,Male
19720919TXCUH,33,Male
19720915MISAS,17,Male
19720914TXFRH,16,Male
19720505INDEI,16,Female
19720504NVLIR,53,Male
19720412LAEAG,28,Male
19720313TXUNH,15,Male
19720228CAMAL,14,Male
19720215ILKEC,21,Male
19720214ILCAC,,Male
19720126MDHAB,17,Male
19720126MDGWB,Teen,Male
19720124OHSTS,16,Male
19720105DCPAW,61,Male
19711213MDCAB,17,Male
19711206CALOL,14,Male
19711206CALOL,14,Male
19711124MDEDB,17,Male
19711108OKGRT,63,Male
19711103NMCAC,22,Male
19711029MDFRB,Teen,Male
19711029MDFRB,Teen,Male
19711029MDFOB,17,Male
19711028MDCIB,,Male
19710929VAPEP,14,Male
19710928MNCEM,18,Male
19710924NYMCB,Teen,
19710909TXDUL,15,Male
19710820PAMOM,72,Male
19710602NYEAE,13,Male
19710527MIBES,17,Male
19710405PAWIH,17,Male
19710309AZROT,13,Male
19710225OHFRC,Teen,Male
19710210TXOAD,17,Male
19710205PAJOW,14,Male
19710202PAMOP,14,Male
19701212WIXAA,Adult,
19701120ILHAC,15,Male
19701027OHAPM,13,Male
19701020TNWAN,13,Male
19701019TNBOM,17,Male
19701005MIPOD,Teen,Male
19700928IACED,17,Male
19700924IDMEM,,
19700914TNHAN,18,Male
19700831FLALM,27,Male
19700828TXRIE,15,Male
19700828TXRIE,16,Male
19700515UTBEO,15,Male
19700508FLCAD,18,Male
19700422DEPIW,16,Male
19700415ARPIP,18,Male
19700415ARPIP,Teen,Male
19700415ARPIP,Adult,Male
19700415ARPIP,Adult,Male
19700415ARPIP,Adult,Male
19700415ARPIP,Adult,Male
19700415ARPIP,Adult,Male
19700415ARPIP,Adult,Male
19700323CADAL,16,Male
19700323CADAL,44,Male
19700206OHJOC,18,Male
19700105DCUNW,,Male
19700105DCSOW,,Male
19700105DCHIW,15,Male
