Incident_ID,Weapon_Type,City,State
19860306ILTHD,Handgun,Dolton,IL
19860224LABOS,Handgun,Slidell,LA
19860129MDLAB,Handgun,Baltimore,MD
19860117CAVAL,Handgun,Los Angeles,CA
19860109NCNOD,Handgun,Durham,NC
19851210CTPOP,Handgun,Portland,CT
19851209PAARP,Other,Philadelphia,PA
19851203NHCOC,Shotgun,Concord,NH
19851127ALCHB,Handgun,Birmingham,AL
19851126WASPS,Rifle,Spanaway,WA
19851022OHSOG,Handgun,Georgetown,OH
19851018MIMUD,Shotgun,Detroit,MI
19851008MDLAB,Handgun,Baltimore,MD
19850925OHTRT,Handgun,Trotwood,OH
19850920TXLAC,Handgun,Cypress,TX
19850909TXWHH,Handgun,Houston,TX
19850904VAEAR,Handgun,Richmond,VA
19850724TXHIH,Handgun,Highland Park,TX
19850516FLPAB,Handgun,Brookville,FL
19850418TNSOS,Handgun,South Pittsburg,TN
19850416TXMAA,Handgun,Aldine,TX
19850205CTAIH,Handgun,Hartford,CT
19850126MASTB,Handgun,Boston,MA
19850121KSGOG,Handgun,Goddard,KS
19850121KSGOG,Rifle,Goddard,KS
19850118TXARA,Shotgun,Arlington,TX
19841207MOEDS,unknown,St. Louis,MO
19841126MDMIR,Handgun,Rockdale,MD
19841109CTWIN,Handgun,New Haven,CT
19841031LAEAG,Handgun,Gonzales,LA
19841030SCPEP,Handgun,Pendleton,SC
19841024OHWEC,Handgun,Celina,OH
19841024MISOD,Handgun,Detroit,MI
19841022MICED,Handgun,Detroit,MI
19841021PAWYE,Other,Exeter,PA
19840928TXRIN,unknown,North Richland Hills,TX
19840928TXMIH,Rifle,Houston,TX
19840831LABOS,Handgun,Shreveport,LA
19840710MIMUD,unknown,Detroit,MI
19840522OHCLC,Handgun,Cleveland Heights,OH
19840518CANON,Shotgun,Norco,CA
19840517TXBOH,Handgun,Houston,TX
19840517IASOP,Handgun,Pleasant Hill,IA
19840515MTCMG,Rifle,Great Falls,MT
19840426NCROW,Handgun,Wallace,NC
19840420MIPRD,Handgun,Detroit,MI
19840405LACLC,Handgun,Clinton,LA
19840224CA49L,Rifle,Los Angeles,CA
19840224CA49L,Shotgun,Los Angeles,CA
19840224CA49L,Shotgun,Los Angeles,CA
19840221TXSHH,Handgun,Houston,TX
19840206KYCEL,Handgun,Louisville,KY
19840105MDLAB,Handgun,Baltimore,MD
19831216ILBOR,Handgun,Rockford,IL
19831202INCRC,Handgun,Crawfordsville,IN
19831118MDHAB,Handgun,Baltimore,MD
19831117ILJAC,Handgun,Chicago,IL
19831108MIHIH,Handgun,Highland Park,MI
19831022MDCAB,Other,Baltimore,MD
19831007CACOL,Handgun,Los Angeles,CA
19830930TXTET,unknown,Temple,TX
19830921MDWAB,Handgun,Baltimore,MD
19830912MIHED,Handgun,Detroit,MI
19830912CAMAC,Multiple Handguns,Compton,CA
19830526PAGRJ,Handgun,Johnstown,PA
19830523OHMAM,Handgun,Mansfield,OH
19830518FLNOM,Handgun,Miami,FL
19830516TXLAD,Handgun,Dallas,TX
19830516NYBRN,Rifle,New York,NY
19830421MOBES,unknown,St. Louis,MO
19830331ILSAC,Handgun,Chicago,IL
19830202NMALA,unknown,Alburquerque,NM
19830201TNRIM,Handgun,Murfreesboro,TN
19830131FLDED,Handgun,DeLand,FL
19830130TXWEC,Handgun,Coleman,TX
19830128MDWIB,Handgun,Baltimore,MD
19830120MOPAB,Handgun,Baldwin,MO
19830120MOPAB,Handgun,Baldwin,MO
19830118TXJOH,Handgun,Houston,TX
19821220MIFID,Handgun,Detroit,MI
19821206ALHUH,Handgun,Huntsville,AL
19821112MSWIJ,Shotgun,Jackson,MS
19821108MICOD,Handgun,Detroit,MI
19821101NYELE,Handgun,Elmont,NY
19820915ARSOP,Handgun,Pine Bluff,AR
19820910VALAB,unknown,Burke,VA
19820527NVGAL,Other,Las Vegas,NV
19820430FLANA,Handgun,Anniston,FL
19820429GARUE,Rifle,East Point,GA
19820415MDFOB,Handgun,Baltimore,MD
19820407CODEL,Handgun,Littleton,CO
19820319NVVAL,Handgun,Las Vegas,NV
19820317OHLOL,Handgun,Lorain,OH
19820315ORSPS,Handgun,Springfield,OR
19820209LAJON,unknown,New Orleans,LA
19820208MADOD,Handgun,Dorchester,MA
19820205TNHAM,Handgun,Memphis,TN
19811223NYJAB,Handgun,Brooklyn,NY
19811216TXUNH,Handgun,Houston,TX
19811209NYGEB,Handgun,Brooklyn,NY
19811013CTHAH,Handgun,Hartford,CT
19810913MDABA,Handgun,Aberdeen,MD
19810908FLSTW,Handgun,West Palm Beach,FL
19810904NMHOS,Handgun,Santa Fe,NM
19810901PAWIP,Handgun,Philadelphia,PA
19810515LANEN,Handgun,New Iberia,LA
19810407MSPOP,unknown,Poplarville,MS
19810402OHALC,Handgun,Cleveland,OH
19810328FLDIF,Handgun,Fort Lauderdale,FL
19810303INMAI,Handgun,Indianapolis,IN
19810210CAMAL,Shotgun,Los Angeles,CA
19810210ARLIL,Handgun,Little Rock,AR
19810122MDFRB,Handgun,Baltimore,MD
19810121OHWIB,Handgun,Brunswick,OH
19801212OHLOL,Handgun,Lorain,OH
19801212ALPAB,Handgun,Birmingham,AL
19801117TXEAF,Handgun,Fort Worth,TX
19801031ALHUH,Handgun,Hueytown,AL
19801013ALCET,Handgun,Tuscaloosa,AL
19800926CTBRB,Rifle,Bridgeport,CT
19800911ALJOM,Handgun,Mobile,AL
19800910DCSPW,Handgun,Washington,DC
19800908FLFOJ,Handgun,Jacksonville,FL
19800902CAWHL,Shotgun,Los Angeles,CA
19800530NYCLB,Handgun,Brooklyn,NY
19800417VACAC,Handgun,Capeville,VA
19800331MDFRB,Handgun,Baltimore,MD
19800320TXJLD,Handgun,Dallas,TX
19800215MSHUM,Handgun,McComb,MS
19800211INARI,Handgun,Indianapolis,IN
19800207TXVAL,Handgun,Longview,TX
19800201DCLAW,Handgun,"Washington, DC",DC
19800129VALAW,Handgun,Williamsburg,VA
19800107ARSTS,Handgun,Stamps,AR
19791221MOBLS,Handgun,St. Louis,MO
19791203MDEAB,Handgun,Baltimore,MD
19791130TXUNL,Handgun,Lewisville,TX
19791105INWAI,Handgun,Indianapolis,IN
19791023MOOFS,Handgun,St. Louis,MO
19790928MACHC,Rifle,Charlestown,MA
19790926LACAN,Handgun,New Orleans,LA
19790614OHNEN,Handgun,New Carlisle,OH
19790426TXAZA,Handgun,Azle,TX
19790425PAMAH,Rifle,Hughestown,PA
19790416WIWIM,Shotgun,Milwaukee,WI
19790328CALOL,Handgun,Los Angeles,CA
19790314FLMCM,Handgun,Miami,FL
19790226CABAB,Handgun,Barstow,CA
19790129CAGRS,Rifle,San Diego,CA
19781214CTWIN,Handgun,New Haven,CT
19781129NYPAN,Handgun,New York,NY
19781017MOUNU,Handgun,University City,MO
19781017ALLAL,Handgun,Lanett,AL
19780610MAWEW,Handgun,Weymouth,MA
19780607DEDOD,Handgun,Dover,DE
19780519PADOP,Multiple Rifles,Philadelphia,PA
19780518TXMUA,Rifle,Austin,TX
19780428ILRIN,Handgun,Norridge,IL
19780426TXPAD,Handgun,Dallas,TX
19780414MIFOD,Handgun,Detroit,MI
19780329TNGAN,Handgun,Nashville,TN
19780309CAMOS,Rifle,Santa Rosa,CA
19780222MIEVL,Handgun,Lansing,MI
19780209WVHAS,Handgun,St. Albans,WV
19780111KYCHH,Handgun,Hopkinsville,KY
19771215MABLC,unknown,Canton,MA
19771212FLWEW,Handgun,Winter Garden,FL
19771209CAPES,Handgun,Santa Rosa,CA
19771129MOVAS,unknown,St. Louis,MO
19771129MOHAS,Rifle,St. Louis,MO
19770711COSOC,Handgun,Colorado Springs,CO
19770622ILHOC,unknown,Chicago,IL
19770517FLSTC,Rifle,Cocoa,FL
19770418TNPIN,Handgun,Nashville,TN
19770407TXWHW,Handgun,Whitharral,TX
19770321NYPAH,Rifle,Hamburg,NY
19770308ILCOE,Handgun,Edwardsville,IL
19770228TXHOA,Handgun,Amarillo,TX
19770228MOROS,unknown,St. Louis,MO
19770209ILFEC,Handgun,Chicago,IL
19770113ILOLB,Handgun,Blue Island,IL
19761210MOFRS,Handgun,St. Louis,MO
19761110MIBUD,Handgun,Detroit,MI
19760920NCGUG,Shotgun,Greensboro,NC
19760602MDMTC,unknown,Cumberland,MD
19760514FLPAW,Handgun,West Palm Beach,FL
19760513MOMAS,Handgun,St. Louis,MO
19760412TXODF,Handgun,Fort Worth,TX
19760212MIMUD,Handgun,Detroit,MI
19760206FLESP,unknown,Pensacola,FL
19760123OHCOC,Handgun,Columbus,OH
19760101AZCAP,Rifle,Phoenix,AZ
19751218CAORS,Rifle,Santa Ana,CA
19751024GAMUA,Handgun,Atlanta,GA
19751001NMHEA,Handgun,Artesia,NM
19750911OKGRO,unknown,Oklahoma City,OK
19750711MOCES,Handgun,St. Louis,MO
19750709ILDEC,unknown,Chicago,IL
19750527MIPID,Rifle,Detroit,MI
19750515MOROS,Handgun,St. Louis,MO
19750321VAFAR,Rifle,Richmond,VA
19750321OHPAD,Handgun,Dayton,OH
19750318MOSUS,unknown,St. Louis,MO
19750312TXJOH,Handgun,Houston,TX
19750224NJSTP,Shotgun,Penns Grove,NJ
19750207NYBOM,Handgun,Mineola,NY
19741230NYOLO,unknown,Olean,NY
19741218CAMAL,Handgun,Los Angeles,CA
19741125SCCAC,Handgun,Charleston,SC
19741121ARBOL,Handgun,Little Rock,AR
19741118SCCAC,unknown,Charleston,SC
19741021MDDOB,Handgun,Baltimore,MD
19741007LADEH,Handgun,Hahnville,LA
19740925CASAL,Handgun,Los Angeles,CA
19740923CAJED,Handgun,Daly City,CA
19740519FLHIO,Rifle,Orlando,FL
19740510TNCHR,Handgun,Rogersville,TN
19740402CTSTB,Other,Bridgeport,CT
19740322INBRB,Rifle,Brownstown,IN
19740207CAJAO,Handgun,Oakland,CA
19740122CALOL,unknown,Los Angeles,CA
19740117ILBAC,Handgun,Chicago,IL
19740117ILBAC,Handgun,Chicago,IL
19731213OHHUC,Handgun,Cincinnati,OH
19731206CAFRL,Handgun,Los Angeles,CA
19731109CALOL,unknown,Los Angeles,CA
19731108ILWOC,Handgun,Chicago,IL
19731031MONOS,Shotgun,St. Louis,MO
19731024MNCEM,Shotgun,Minneapolis,MN
19731023OHBAB,Handgun,Barberton,OH
19731023MOSUS,unknown,St. Louis,MO
19731019MOBES,unknown,St. Louis,MO
19731002ILELA,Handgun,Almwood Park,IL
19730928CAWIL,Handgun,Los Angeles,CA
19730501OHRAY,Handgun,Youngtown,OH
19730405CALOL,Handgun,Los Angeles,CA
19730226VAARR,Handgun,Richmond,VA
19730212ALBOM,Handgun,Montgomery,AL
19730131NCCUB,Handgun,Burlington,NC
19730118CAJOL,Handgun,Los Angeles,CA
19730105NCSOS,Handgun,Statesville,NC
19721129FLMIM,unknown,Miami,FL
19721127MIPOP,unknown,Pontiac,MI
19721111CAJEL,unknown,Los Angeles,CA
19720921OHTHA,Handgun,Akron,OH
19720919TXCUH,Handgun,Houston,TX
19720915MISAS,unknown,Saginaw,MI
19720914TXFRH,Handgun,Houston,TX
19720505INDEI,Handgun,Indianapolis,IN
19720504NVLIR,Handgun,Reno,NV
19720412LAEAG,unknown,Gonzales,LA
19720313TXUNH,Handgun,Houston,TX
19720228CAMAL,Handgun,Los Angeles,CA
19720215ILKEC,Handgun,Chicago,IL
19720214ILCAC,Handgun,Chicago,IL
19720126MDHAB,Rifle,Baltimore,MD
19720126MDGWB,Handgun,Baltimore,MD
19720124OHSTS,Handgun,Stow,OH
19720105DCPAW,Handgun,Washington,DC
19711213MDCAB,Handgun,Baltimore,MD
19711206CALOL,Handgun,Los Angeles,CA
19711124MDEDB,Handgun,Baltimore,MD
19711108OKGRT,Handgun,Tulsa,OK
19711103NMCAC,Rifle,Carlsbad,NM
19711029MDFRB,Handgun,Baltimore,MD
19711029MDFOB,Rifle,Baltimore,MD
19711028MDCIB,Handgun,Baltimore,MD
19710929VAPEP,Handgun,Petersburg,VA
19710928MNCEM,unknown,Minneapolis,MN
19710924NYMCB,Handgun,Buffalo,NY
19710909TXDUL,Handgun,Lubbock,TX
19710820PAMOM,Handgun,Monessen,PA
19710602NYEAE,Handgun,East Aurora,NY
19710527MIBES,Handgun,Saint Joseph,MI
19710405PAWIH,Handgun,Harrisburg,PA
19710309AZROT,Handgun,Tucson,AZ
19710225OHFRC,Rifle,Cleveland,OH
19710210TXOAD,Shotgun,Dallas,TX
19710205PAJOW,Handgun,Willingboro,PA
19710202PAMOP,Handgun,Philadelphia,PA
19701212WIXAA,Handgun,Appleton,WI
19701120ILHAC,Handgun,Chicago,IL
19701027OHAPM,Handgun,Mansfield,OH
19701020TNWAN,Handgun,Nashville,TN
19701019TNBOM,Handgun,Memphis,TN
19701005MIPOD,Handgun,Detroit,MI
19700928IACED,unknown,Davenport,IA
19700924IDMEM,Handgun,Meridian,ID
19700914TNHAN,Rifle,Nashville,TN
19700831FLALM,Rifle,Miami,FL
19700828TXRIE,Handgun,El Paso,TX
19700515UTBEO,Handgun,Ogden,UT
19700508FLCAD,Handgun,Delray Beach,FL
19700422DEPIW,Handgun,Wilmington,DE
19700415ARPIP,Multiple Handguns,Pine Bluff,AR
19700323CADAL,Handgun,Long Beach,CA
19700206OHJOC,Handgun,Cleveland,OH
19700105DCUNW,Handgun,Washington,DC
19700105DCSOW,Handgun,Washington,DC
19700105DCHIW,Handgun,Washington,DC
